B1,B2,B3,B4
0.073,-0.066,-0.027,0.068
0.105,-0.063,-0.112,0
0.056,-0.122,0.122,-0.088
0.066,-0.044,0.039,-0.034
0.063,0.122,0.015,0.012
0.164,0.078,-0.117,0.046
0.161,0.125,-0.059,-0.005
0.081,0.029,0.042,-0.061
0.015,0.088,0.002,-0.066
0.015,0.012,0.083,-0.042
0.022,-0.054,-0.061,-0.037
-0.127,0.007,0.044,-0.032
-0.193,-0.02,0.007,-0.022
0.032,0.081,-0.122,-0.034
-0.032,-0.122,-0.098,0.078
-0.049,-0.081,0.046,0.061
0.015,-0.01,-0.098,0.012
0.081,0.088,-0.125,-0.005
0.066,-0.054,0.042,0.071
-0.059,0.078,0.037,0.037
-0.137,0.056,-0.195,-0.029
0.105,-0.01,-0.083,-0.039
0.151,0.022,0.229,-0.056
0.103,0.112,-0.071,0.039
-0.066,0.144,-0.159,0.054
-0.088,-0.042,-0.073,0.037
0.085,-0.059,0.051,0.027
0.139,-0.1,0.059,-0.042
0.11,0.059,0.022,-0.049
-0.02,0.044,0.002,0.01
-0.09,-0.083,0.1,0.093
-0.059,-0.046,0.034,0.095
0.002,-0.073,0.051,0.01
0.039,0.049,0.034,-0.059
-0.015,-0.154,0.093,0.063
0.063,-0.208,0.056,0.107
0.029,-0.081,0.105,0.1
-0.044,0.112,0.01,0.032
0.044,-0.061,-0.024,-0.034
0.063,-0.022,0.103,-0.049
0.017,-0.029,0.027,-0.051
-0.002,0.034,-0.085,0.032
0,-0.032,-0.051,0.034
0.063,-0.083,0,-0.054
0.071,-0.02,-0.095,-0.085
0.056,-0.046,-0.054,-0.056
-0.032,0.039,0.054,0
-0.068,0.112,-0.012,0.024
0.002,0.017,-0.051,0.01
0.076,-0.117,0.027,-0.051
-0.02,-0.068,0.081,-0.02
-0.095,-0.134,-0.037,0.015
-0.127,-0.066,0.073,0.029
-0.149,-0.103,-0.017,0.042
-0.105,-0.164,0.022,0.027
0.024,-0.107,-0.02,0.027
0.09,-0.198,0.139,0.027
-0.027,-0.168,0.005,0.007
-0.051,0.073,-0.09,-0.054
0.012,0.078,0.02,-0.054
0.042,-0.049,-0.005,-0.056
-0.012,-0.017,-0.178,-0.015
-0.117,0.039,-0.234,-0.103
-0.027,0.046,-0.049,-0.017
0.181,0.176,-0.024,-0.017
0.222,0.12,0.105,0.007
-0.037,0.12,0.044,-0.012
-0.161,0.09,-0.068,-0.105
0.022,0.122,-0.071,-0.11
0.129,0.022,-0.022,-0.076
0.085,-0.037,0,-0.056
-0.051,-0.061,0.1,0.042
-0.005,0.037,0.195,0.054
0.002,0.059,0.105,0
-0.01,-0.037,0.002,-0.032
-0.01,-0.056,0.186,-0.015
-0.029,-0.078,0.112,0.007
-0.005,-0.068,0.007,0.056
-0.015,-0.056,-0.061,0.078
-0.042,0.09,0.012,0.007
0.017,0.151,0.005,-0.022
0.073,0.034,-0.002,0.005
0.078,-0.034,0.034,0.01
-0.042,0.144,-0.134,0.056
-0.039,0.188,0.037,0
0.049,0.085,0.083,-0.042
0.066,0.107,-0.078,-0.068
-0.076,0.027,-0.081,-0.005
-0.015,0.164,-0.054,-0.007
-0.049,0.012,-0.037,-0.068
0.034,0.073,-0.029,-0.068
0.112,0.066,-0.01,-0.063
0.015,0.081,-0.042,-0.015
-0.159,0.007,0.044,0.022
-0.154,0.061,-0.044,0.046
0.042,-0.112,0.022,0.024
0.076,-0.203,0.017,0.029
-0.066,0.107,-0.002,0.002
-0.198,0.027,0.112,0.134
-0.168,-0.232,-0.007,0.098
0.066,-0.129,-0.054,0.015
0.159,0.032,-0.005,-0.083
0.017,0.081,0.103,-0.059
-0.093,-0.01,0.059,-0.02
-0.049,-0.11,-0.071,-0.02
0.073,0.022,0.063,-0.015
0.027,0.134,0.071,0
0.042,0.056,-0.134,-0.046
0.059,0.076,-0.073,-0.071
-0.015,-0.024,0.078,-0.022
-0.002,0.015,-0.09,0.083
-0.078,-0.098,-0.073,0.083
-0.039,0.039,0.127,0.039
-0.037,0.02,0.076,-0.081
-0.015,-0.098,0.063,-0.122
-0.068,-0.022,-0.061,-0.027
-0.151,-0.046,0.11,0.151
-0.117,-0.139,-0.012,0.122
0.054,-0.083,-0.183,-0.027
0.134,0.017,0.122,-0.11
0.037,0.017,0.103,-0.073
-0.044,-0.017,-0.039,0.049
-0.107,-0.044,-0.146,0.037
0,0.083,0.059,0.032
0.107,0.088,0.103,-0.029
0.081,-0.015,-0.015,-0.088
-0.073,0.103,-0.166,-0.049
-0.09,0.195,0.017,0.01
0.076,-0.054,0.056,-0.02
0.098,-0.085,-0.049,0.017
-0.1,-0.044,-0.078,-0.02
-0.103,0.012,-0.198,-0.078
0.083,0.171,0.061,-0.022
0.076,0.071,0.059,0.032
-0.134,-0.095,-0.046,-0.02
-0.046,-0.11,0.024,-0.071
-0.012,-0.095,-0.051,-0.034
-0.154,-0.11,-0.081,0.1
-0.149,0.063,-0.073,0.015
-0.012,-0.005,-0.193,-0.044
0.032,-0.002,0.322,0.061
-0.032,0.024,-0.083,0.046
0.015,-0.017,-0.203,0.054
0.012,0.037,0.122,-0.029
0.051,0.024,0.31,-0.095
0.039,0.002,0.051,-0.044
-0.017,0.024,-0.156,0.049
-0.1,0.044,-0.015,0.063
-0.107,-0.085,0.176,-0.027
-0.11,-0.088,0.107,-0.085
-0.039,0,0.012,-0.1
0.012,0.042,-0.076,-0.054
0,-0.051,0.081,-0.022
-0.076,-0.037,0.266,0.1
-0.024,0.068,-0.198,0.046
0.068,-0.107,-0.081,-0.073
0.042,-0.059,0.312,-0.059
0.056,-0.044,0.203,-0.02
0.068,-0.01,-0.007,0.051
-0.085,-0.039,-0.122,0.042
-0.061,-0.088,-0.007,-0.046
-0.022,0.046,-0.042,-0.122
0.024,0.134,0.198,-0.083
0.051,-0.01,0.142,-0.007
0.015,-0.112,-0.068,0.073
0.105,0.146,-0.105,0.054
0.132,0.22,-0.007,0.007
0.024,0.005,-0.115,-0.068
-0.056,-0.178,-0.088,-0.044
0.176,0.085,0.09,0.015
0.208,0.125,0.217,0.081
-0.005,-0.159,-0.093,0.037
-0.029,-0.034,-0.054,-0.076
-0.076,-0.076,0.063,0.002
-0.046,0.19,0.129,0.024
-0.015,0.02,0.034,0.037
-0.029,-0.051,-0.027,0.061
0.037,0.071,0.156,-0.012
0.115,-0.159,0.017,0.029
0.029,-0.132,-0.188,0.059
-0.229,0.168,-0.176,-0.032
-0.071,0.249,0.186,-0.1
0.042,0.027,0.176,-0.022
0.005,-0.059,-0.049,0.056
-0.061,0.181,-0.11,0.022
-0.02,0.168,0.081,-0.027
0.032,-0.02,0.227,-0.115
0.01,0.042,0.015,-0.093
0.039,0.168,-0.081,-0.032
0.007,0.107,0.1,-0.027
-0.037,-0.066,0.083,-0.059
-0.02,-0.132,-0.125,-0.132
0,0.012,0.056,-0.032
-0.007,0.115,0.161,0.098
-0.081,-0.112,0.049,0
-0.029,-0.181,-0.154,-0.054
-0.061,-0.112,0.037,-0.066
-0.051,-0.259,0.205,-0.042
-0.029,0.095,0.01,-0.037
-0.017,0.19,0.076,0.032
-0.042,0.012,0.073,0.049
-0.042,-0.22,0.078,0.007
0.044,-0.012,-0.222,-0.059
0.085,0.217,-0.295,-0.117
0.032,0.063,-0.105,-0.063
-0.046,0.039,0.105,-0.083
0.054,-0.066,-0.259,-0.063
0.02,0.234,-0.21,-0.046
0.046,0.112,0.225,-0.063
0.044,-0.159,0.132,-0.083
-0.01,-0.056,-0.032,-0.088
-0.081,0.1,-0.161,-0.09
-0.151,-0.11,0.022,0.037
-0.073,0.039,-0.166,0.09
0.024,0.039,0.017,-0.017
0.022,-0.222,0.071,-0.017
-0.054,-0.11,-0.061,-0.032
-0.056,-0.11,-0.015,0.112
-0.095,-0.017,0.093,0.117
-0.02,-0.034,0,0.076
-0.056,-0.183,0.122,0.01
-0.071,-0.015,0.027,-0.034
-0.078,0.159,-0.098,-0.012
-0.015,-0.049,-0.024,0.09
0.051,-0.01,-0.144,0.078
0.01,-0.017,-0.085,0.066
-0.017,-0.085,0.129,-0.051
-0.029,0.039,-0.168,-0.12
0.095,0.146,-0.198,0.015
0.09,0.134,-0.156,0.022
0.012,-0.034,-0.076,0.022
-0.081,-0.022,-0.015,-0.005
-0.093,0.02,-0.195,0
-0.042,0.059,-0.161,0.029
-0.039,0.015,0.132,0.066
-0.117,-0.051,0.176,0.044
-0.11,-0.066,-0.125,-0.066
-0.076,0.015,-0.049,0.007
-0.122,-0.061,0.159,0.039
-0.132,-0.117,0.144,0.044
-0.066,-0.032,0.098,0.039
-0.017,-0.071,0.024,0.012
-0.037,0.073,-0.005,-0.073
0.015,0.146,-0.271,-0.01
0.042,-0.063,0.034,0.049
0.042,-0.051,0.061,0.002
0.088,0.056,0.022,-0.046
0.078,0.239,-0.107,-0.066
0.063,0.195,0.002,0.012
0.093,0.078,0.068,-0.032
-0.022,-0.012,-0.051,-0.037
-0.078,0.239,0.061,-0.107
0.02,0.156,0.078,-0.117
0.11,0.01,0.159,-0.083
0.037,-0.068,0.164,-0.061
-0.12,0.007,0.066,0.005
-0.171,0.034,-0.339,0.005
-0.098,-0.066,0.405,0.037
0.012,0.002,-0.024,0.039
0.01,-0.12,0.2,0.085
-0.085,0.068,0.369,0.034
-0.149,0.059,-0.012,-0.005
-0.1,0.054,0.029,0.037
-0.022,-0.122,0.073,0.071
0.056,-0.042,-0.137,0.007
0.095,-0.044,-0.249,-0.088
0.007,0.137,-0.073,-0.1
-0.017,0.12,0.039,-0.032
0.078,0.142,0.149,0.02
0.127,0.027,-0.022,0.029
0.01,0.137,-0.115,-0.051
-0.046,0.139,-0.046,-0.112
0.1,0.11,-0.037,-0.117
0.046,0.02,-0.176,-0.027
-0.049,-0.017,-0.112,-0.02
-0.081,-0.02,-0.032,-0.027
-0.059,-0.017,0.034,-0.037
-0.012,-0.034,0.007,0
0.02,-0.007,0.081,0.054
-0.056,-0.188,0.068,0.056
-0.046,-0.1,0.015,-0.01
-0.034,-0.032,0,0.044
-0.046,0.144,0.105,-0.007
-0.054,-0.042,0.054,0.051
0.027,-0.005,-0.09,-0.024
0.071,0.076,0.01,-0.015
0.042,0.117,0.071,0.005
-0.005,0.034,0.076,0.027
0.063,-0.012,-0.078,0.017
0.029,0.122,0.027,-0.051
0.015,0.066,0.005,-0.112
-0.032,0.142,-0.166,-0.088
-0.022,-0.034,-0.012,-0.034
-0.034,0.095,0.046,0.017
0.017,0.046,-0.127,-0.022
-0.002,-0.01,-0.134,0.002
-0.112,-0.095,0.125,-0.032
-0.107,-0.012,0.071,-0.039
-0.11,-0.078,0.002,-0.02
-0.088,-0.112,-0.115,-0.007
-0.063,-0.083,0.068,0.022
-0.034,-0.2,-0.024,0.012
-0.056,0,-0.005,-0.012
-0.034,0.007,-0.044,0.015
-0.056,-0.027,-0.046,-0.056
-0.039,-0.1,-0.063,-0.051
0.037,-0.024,-0.11,-0.012
0.034,0.078,0.012,-0.039
-0.071,0.154,-0.015,-0.12
-0.017,0.146,-0.042,-0.095
0.044,0.034,-0.054,-0.071
0.017,0.044,-0.061,-0.029
-0.098,0.112,0.059,-0.044
-0.093,0.137,0.056,-0.01
-0.034,-0.01,-0.09,-0.017
-0.078,0.022,0.022,-0.024
-0.081,-0.017,0.107,-0.01
-0.076,0.034,0.059,0.029
-0.068,0.024,0.076,0.002
-0.066,0.042,0.105,0.002
-0.066,-0.11,0.144,0.022
-0.027,-0.12,-0.034,0.037
0.037,-0.024,-0.049,0.076
0.056,-0.042,0.027,0.088
-0.007,0.088,-0.046,0.088
-0.022,0.076,-0.012,0.068
0.007,0.093,-0.007,-0.015
0.105,0.098,-0.112,-0.032
0.146,0.09,-0.007,-0.051
0.112,0.146,0.044,0.039
0.037,0.261,-0.059,0.007
0.046,-0.037,0.056,-0.007
0.063,-0.112,0.039,-0.078
0.049,0.098,0.073,-0.083
-0.083,0.066,-0.046,-0.049
-0.029,-0.115,0.034,0.09
0.063,-0.222,0.063,0.127
0.054,-0.071,0.12,0.01
-0.093,0.007,-0.007,-0.037
-0.125,-0.037,0.029,-0.051
-0.02,-0.11,0.085,-0.015
0.042,-0.061,0.137,0.029
0.02,-0.078,-0.017,0.049
0.042,0.046,-0.173,0.061
0.012,0.061,0.027,0.022
0,0.076,0.171,-0.029
0.054,0.027,-0.054,-0.051
0.032,0.12,-0.093,-0.029
0.022,0.256,0.068,-0.054
0.032,0.105,-0.081,-0.046
0.015,0.005,-0.007,-0.061
-0.02,0.166,0.088,-0.066
-0.037,0.139,0.056,-0.046
0,0.093,-0.164,-0.046
-0.01,0.046,-0.063,0.002
-0.081,0.007,0.12,0.071
-0.183,-0.022,0.178,0.073
-0.19,-0.073,0.103,-0.024
-0.073,-0.066,0.022,-0.051
0.034,0.159,0.017,0.015
-0.039,0.09,0.146,0.081
-0.159,-0.015,0.059,0.049
-0.137,0.059,-0.017,-0.024
0.012,0.007,0.098,0.015
0.059,0.039,0.215,-0.02
0.105,0.105,-0.02,0.042
0.063,0.181,-0.122,0.017
0.093,0.1,0.068,-0.015
0.059,0.139,0.339,-0.078
0.027,0.093,-0.215,-0.088
-0.012,-0.059,-0.383,-0.103
-0.049,-0.107,-0.061,-0.012
0.027,0.005,0.063,-0.012
-0.049,0.054,-0.022,0.015
-0.095,-0.144,-0.054,0.039
-0.134,-0.317,0.112,-0.015
-0.063,-0.229,-0.09,-0.022
0.103,-0.046,-0.1,0.027
-0.039,-0.183,0.046,0.071
-0.132,-0.295,-0.159,0.032
-0.046,-0.105,0.01,-0.015
-0.054,-0.081,-0.007,-0.049
-0.02,-0.081,0.015,0.002
0.129,-0.034,-0.188,0.015
0.049,-0.039,0.012,0.042
-0.027,-0.01,-0.061,-0.002
-0.037,0.029,-0.242,-0.085
0.066,0.164,-0.01,-0.044
0.134,0.198,0.105,-0.029
0.144,-0.061,-0.002,-0.051
0.066,-0.105,-0.183,-0.076
-0.061,0.076,0.024,-0.081
-0.081,0.139,0.093,-0.105
0.085,-0.024,0.022,-0.046
-0.034,0.068,-0.049,0.056
-0.139,-0.027,0.168,0.063
-0.154,-0.046,0.005,-0.056
-0.037,0.117,-0.083,-0.056
0.068,-0.042,0.098,-0.024
-0.071,-0.149,0.007,0.1
-0.134,-0.088,-0.071,0.127
-0.098,0.049,0.066,0.081
0.059,0.044,-0.005,0.083
0.085,-0.095,0.051,0.034
0.039,0.012,0.037,-0.007
0.042,0.159,-0.127,-0.046
0.1,0.024,-0.237,0.007
0.115,0.039,-0.234,0.017
0.129,0.049,-0.051,0.01
0.117,0.029,-0.146,0.015
0.059,-0.078,-0.151,-0.007
0.103,-0.015,0.02,0.024
0.034,0.229,0.161,0.024
-0.129,-0.046,0.049,0.042
-0.054,-0.203,-0.015,0.054
0.186,-0.107,0.203,0.146
0.076,-0.159,0.232,0.085
-0.137,-0.051,0,0.039
-0.088,-0.078,0,-0.015
-0.005,-0.117,0.122,-0.017
0.002,-0.164,0.029,-0.034
0.088,0.039,0.042,0.049
0.098,-0.059,-0.01,0.093
-0.042,0.022,0.085,0.071
-0.103,-0.122,0.098,-0.081
0.005,0.083,0,-0.071
0.151,0.12,0.042,-0.059
0.027,-0.022,-0.002,0.034
0.032,-0.054,0.022,-0.024
0.132,0.178,0.068,-0.103
0.2,0.193,0.081,-0.129
0.09,0.046,0.059,-0.066
0.068,0.129,-0.037,-0.066
0.107,0.261,0.073,-0.024
-0.059,-0.12,0.308,-0.032
-0.247,0.049,0.044,-0.022
-0.164,0.256,0.066,0.027
0.046,0.012,0.161,0.09
-0.005,-0.081,0.273,0.054
-0.071,-0.117,0.059,0.09
-0.098,0.051,-0.229,0.1
-0.068,0.029,0.107,0.049
0.032,0.012,0.068,-0.078
0.093,0.103,-0.022,-0.063
0.059,-0.015,0.017,0.051
0.054,0.005,0.193,0.059
0.144,0.029,-0.098,0.044
0.044,0.327,-0.229,-0.061
0.061,0.088,-0.066,-0.056
0.115,0.176,-0.112,-0.02
0.007,-0.02,-0.164,-0.005
-0.103,-0.071,-0.11,0.015
0.027,0.029,0.046,0.007
0.273,0.076,0.176,0.034
0.142,0.066,0.015,0.039
-0.146,-0.081,-0.049,0.063
-0.125,0.056,-0.056,0.02
0.046,-0.32,0.129,0.1
0.117,-0.107,0.049,0.103
-0.051,-0.164,-0.034,0.083
-0.134,-0.239,0.063,0.073
-0.115,-0.081,0.027,0.059
0.093,-0.293,-0.142,0.02
0.122,-0.049,-0.193,0.029
0.061,-0.12,-0.125,0.024
-0.042,-0.015,0.083,-0.044
0.044,0.037,-0.017,0.002
0.205,0.149,-0.168,0.029
0.044,0.039,-0.02,0.032
-0.039,-0.137,-0.081,-0.02
0.051,0.02,-0.103,-0.11
0.154,0.024,-0.042,-0.103
0.093,0.142,-0.085,-0.078
-0.007,0.122,-0.073,-0.007
0.022,0.176,-0.01,0.01
0.078,-0.112,0.005,0.017
0.012,-0.11,-0.034,0.007
-0.107,-0.066,-0.022,0.024
-0.154,0.046,-0.054,0.002
-0.037,-0.088,-0.029,0.071
0.034,-0.083,0.02,0.037
-0.095,-0.085,0.056,0.024
-0.134,-0.215,0.044,0.051
-0.107,-0.115,-0.088,0.068
0.049,-0.042,-0.032,0.076
0.049,0.046,0.1,0.029
0.017,-0.027,-0.01,0.017
-0.005,0.056,-0.276,-0.015
0.032,-0.02,-0.137,0.022
0.083,0.071,0.122,0.017
0.112,0.005,0.1,0.029
0.015,-0.012,-0.188,0.007
0.039,0.007,-0.037,-0.01
0.103,0.125,0.024,-0.007
0.024,-0.015,-0.088,0.068
-0.09,0.027,0.02,0.073
-0.093,-0.034,0.029,0.002
-0.007,-0.051,0.063,-0.015
0.017,-0.027,-0.002,-0.002
0.017,-0.115,0.027,0.032
-0.022,-0.044,0,0.061
-0.071,-0.134,0.095,0
-0.01,-0.093,-0.071,-0.039
0.049,-0.059,-0.034,-0.044
0.066,-0.059,0.002,0.039
0.012,-0.046,0.063,0.022
0,-0.059,-0.068,-0.015
-0.002,-0.049,-0.117,-0.063
0.093,-0.046,0.078,-0.032
0.173,0.061,0.12,-0.059
0.085,0.093,-0.039,-0.083
0.005,0.066,0.159,-0.088
-0.024,-0.054,0.054,-0.061
0.137,0.081,-0.125,0
0.215,0.02,-0.115,0.015
0.029,0.103,0.149,0.005
-0.107,0.09,0.054,-0.122
-0.059,-0.042,0.181,-0.081
0.146,-0.125,0.232,-0.071
0.142,-0.063,-0.02,-0.044
-0.012,0.129,-0.117,0.029
-0.115,0.042,0.142,0.039
-0.137,-0.024,0.178,0.012
-0.012,-0.093,0.078,-0.007
0.022,0.029,-0.078,0.059
0.049,-0.066,0.073,0.042
0.049,-0.007,0.051,-0.044
0.1,0.112,0.081,-0.032
0.071,0.083,0.046,-0.027
-0.012,0.281,0.051,-0.068
0.044,0.144,0.032,-0.039
0.039,0.037,-0.017,0.027
0.022,-0.151,-0.105,0.059
-0.076,-0.044,-0.066,0
-0.056,0.181,0.022,-0.017
0.027,0.11,-0.049,0
0.029,-0.068,-0.044,0.063
0.034,-0.039,-0.068,0.095
-0.095,-0.007,-0.027,0.059
-0.125,-0.129,-0.054,0.056
-0.042,-0.071,0.02,-0.059
-0.034,-0.093,0.017,0.01
0.005,-0.127,-0.01,-0.017
-0.012,-0.059,-0.051,0.085
0.01,0.012,-0.11,0.044
0.054,-0.088,-0.107,0.012
0.093,-0.071,-0.02,-0.059
0.063,-0.029,-0.071,-0.056
0.039,-0.022,-0.046,-0.039
0.024,0.083,-0.056,0.032
0.095,0.073,-0.134,0.039
0.034,0.059,-0.017,-0.027
0.032,0.134,-0.12,-0.1
-0.073,-0.012,-0.171,-0.112
-0.132,-0.049,0.083,-0.012
-0.037,0.044,0.125,0.093
-0.056,-0.037,-0.037,0.098
-0.039,-0.181,0.002,0.039
-0.005,-0.095,-0.063,-0.088
0.017,0.022,0.071,-0.054
0.044,-0.029,0.115,0.054
-0.042,-0.088,-0.1,0.066
-0.044,-0.061,0.017,0.029
-0.037,-0.015,0.112,-0.02
-0.017,-0.103,0.027,-0.029
-0.029,0.044,-0.188,0.012
-0.059,0.068,-0.024,0.076
0.044,0.068,0.122,0.049
0.09,-0.032,-0.007,-0.012
0.09,0.186,-0.098,-0.037
0.029,0.137,0.061,-0.022
-0.002,-0.037,0.059,0.01
0.007,0.061,-0.061,0.002
-0.063,0.098,0,-0.042
0.037,-0.005,-0.027,0.012
0.051,0.032,0.012,-0.042
0.027,-0.01,0.054,-0.044
-0.066,-0.015,0.042,-0.01
-0.107,0.005,-0.007,0.037
-0.032,-0.137,0.02,-0.029
-0.059,-0.09,0.098,-0.005
-0.044,0.056,-0.012,-0.029
-0.056,-0.029,-0.063,0.027
-0.044,-0.049,0.186,0.063
-0.042,-0.015,0.083,0.027
-0.039,-0.059,-0.059,0.024
-0.049,-0.056,0.039,0.012
-0.02,-0.09,0.127,-0.046
0.105,0.1,-0.022,-0.081
0.098,0.017,-0.154,-0.01
-0.042,0.103,-0.076,-0.002
-0.002,0.1,0.01,0.005
0.09,-0.01,0.044,-0.032
0.09,0.132,-0.144,-0.037
-0.005,0.11,-0.11,-0.007
-0.098,-0.007,0.066,0
0.024,-0.115,0.122,-0.02
-0.005,0.039,0.1,-0.044
-0.146,0.068,0.022,-0.022
-0.066,0.029,0.071,0.032
0.002,-0.081,0.085,0.083
0.056,-0.061,-0.01,0.103
-0.042,0.078,-0.09,0.032
-0.117,0.027,-0.012,-0.063
-0.044,-0.007,0.103,-0.051
0.09,0.049,0.024,0.032
0.056,-0.049,-0.066,0.024
-0.032,-0.015,0.083,0.039
-0.054,0.217,0.061,-0.088
0.203,0.01,-0.051,-0.081
0.168,0.012,-0.122,0.007
0.093,0.12,0.039,0.049
-0.088,0.146,0.032,-0.044
-0.132,0.139,-0.095,-0.066
0.105,-0.02,-0.115,-0.122
0.09,0.059,0,-0.005
0.063,0.007,0.11,0.059
-0.027,-0.137,0.005,0.061
-0.134,-0.068,-0.125,0.01
-0.056,0,0.085,-0.034
0.044,0.007,0.154,0.059
0.012,-0.022,-0.081,0.093
-0.078,-0.122,-0.095,0.071
-0.105,-0.127,0.005,0.005
0.012,-0.195,0.115,-0.061
0.01,-0.161,-0.12,-0.015
-0.056,0.054,-0.186,0.02
-0.063,0.015,0.046,0.059
-0.054,-0.039,0.037,-0.02
0.005,0.046,-0.042,0.002
0.051,0.125,-0.125,-0.032
0.073,-0.037,-0.166,-0.029
0.098,-0.056,-0.073,-0.063
0.029,0.117,-0.029,-0.054
-0.066,0.129,-0.049,-0.034
-0.098,0.09,-0.044,-0.032
-0.054,0.068,0.083,-0.078
-0.015,-0.034,0.046,-0.154
-0.046,0.029,-0.154,-0.063
-0.081,0.015,0.049,0.007
-0.081,-0.125,0.017,0.017
-0.029,-0.007,0.071,0.005
-0.039,-0.037,-0.061,0
-0.056,-0.105,0.088,0.015
-0.122,-0.032,0.071,0.051
-0.066,0.024,-0.032,0.005
-0.012,-0.103,0.007,-0.01
0.002,-0.044,0.039,-0.037
0.061,0.027,0.068,-0.044
0.066,-0.095,0.002,-0.107
0.107,0.039,-0.12,-0.105
0.046,0.205,-0.181,-0.039
-0.049,0.049,0.066,0.046
-0.1,-0.281,-0.037,0.002
-0.012,-0.024,-0.151,-0.098
0.046,-0.034,-0.007,-0.042
-0.049,0.115,0.144,0.076
0.056,0.09,-0.037,0.012
0.107,0.098,-0.137,-0.02
-0.1,0.073,-0.049,-0.032
-0.215,-0.11,0.034,-0.002
-0.073,-0.125,0.039,-0.061
0.076,-0.115,-0.061,-0.007
-0.015,-0.002,-0.039,0.005
-0.149,-0.024,0.049,0.068
-0.054,-0.005,0.093,0.078
0.09,0.137,0.049,0.007
0.122,0.056,0.132,0.034
-0.029,0.154,-0.017,0.083
-0.071,-0.015,0.024,0.015
0.012,0.059,0.054,-0.11
0.051,0.01,-0.022,-0.107
-0.01,0.081,-0.088,-0.007
-0.027,-0.144,-0.059,0.046
0,0.01,0.103,0.078
0.017,0.205,0,0.039
0.022,-0.015,-0.134,-0.01
0.063,-0.066,0.09,-0.042
0.056,-0.117,0.127,-0.017
-0.051,0.029,-0.042,0.073
-0.134,0.054,-0.039,0.054
-0.015,0.01,-0.054,-0.044
0.046,-0.002,0.071,-0.032
-0.049,0.056,0.154,0.11
-0.078,-0.051,0.063,0.107
-0.063,-0.063,0.059,0.083
0.007,-0.037,-0.024,-0.042
0.042,0.022,-0.061,-0.02
0.071,0.037,-0.022,0
0.066,0.054,0.237,0.022
0.149,0.31,-0.022,0.024
0.071,0.105,-0.09,-0.02
0.015,0.056,-0.044,0.042
0.073,0.017,0.171,0.005
0.085,0.112,0.103,-0.098
0.012,0.09,-0.046,-0.103
-0.039,0.149,-0.007,-0.032
0.027,0.071,0.129,0.098
0.127,-0.032,0.112,0.056
0.081,0.017,-0.032,0.024
-0.071,-0.054,0.037,-0.042
-0.12,0.054,0.171,-0.044
-0.01,0.054,0.063,0.017
-0.007,0.132,-0.051,0.103
-0.002,-0.061,0.039,0.083
-0.105,-0.022,-0.076,-0.083
-0.066,-0.007,0.117,-0.071
0.061,-0.081,0.071,-0.044
0.007,0.071,-0.164,0.015
-0.015,0.168,-0.125,-0.024
0.034,0.178,0.076,-0.081
0.227,-0.063,-0.012,-0.1
0.054,-0.042,-0.239,-0.027
-0.022,0.039,-0.151,-0.027
-0.007,0.188,0.046,-0.051
0.046,0.151,0.01,-0.01
0.024,0.083,-0.09,0.032
0.005,-0.078,0.068,0.044
-0.044,-0.12,-0.022,0.022
-0.059,-0.012,0.042,0.012
-0.037,-0.046,-0.112,0.063
-0.054,-0.132,0.007,0.044
-0.039,-0.161,0.137,0.039
-0.073,-0.078,0.015,-0.034
-0.044,-0.044,-0.059,-0.044
-0.044,0,0.022,0.005
-0.029,-0.078,0.02,0.073
0.027,-0.024,-0.11,0.068
0.039,0.034,-0.076,0.005
0.071,0.095,0.056,-0.02
0.083,0.032,0.188,-0.02
0.054,-0.022,-0.063,-0.022
0.037,0.029,-0.051,-0.002
0.022,0.054,-0.061,-0.012
-0.034,0.125,0.027,-0.059
0.02,0.085,-0.049,-0.068
0.049,0.093,-0.11,-0.061
0.007,-0.056,0.005,-0.01
-0.02,0.037,0.176,0.027
-0.054,-0.01,-0.051,0.059
-0.02,0.068,-0.046,0.012
0.015,-0.12,0.017,0.024
-0.044,-0.105,-0.024,0.022
-0.066,-0.066,0.042,0.01
0.015,-0.107,0.007,-0.034
-0.034,-0.09,0.129,0.002
-0.107,-0.085,0.022,0.02
-0.1,-0.051,0.015,0.017
0.022,-0.061,0.005,0.015
0.049,0.032,0.032,-0.044
0.022,-0.044,0.01,-0.034
0.073,0.012,0.076,-0.017
0.112,-0.034,-0.127,-0.007
0.115,-0.093,-0.034,-0.012
-0.042,-0.034,0.244,-0.063
-0.071,-0.024,0.039,-0.054
0.012,0.054,-0.01,0.002
-0.015,-0.01,-0.056,0.005
-0.029,-0.015,0.183,-0.029
-0.007,-0.12,0.073,-0.046
0.083,-0.02,-0.051,-0.015
-0.005,0.007,0.002,0.037
-0.054,-0.122,0.144,0.012
0.034,-0.024,0.142,-0.037
0.063,-0.046,0.029,-0.015
0.044,-0.144,-0.137,-0.022
-0.042,-0.095,0.085,0
-0.044,-0.032,0.068,0.049
0.083,0.017,-0.188,0.022
0.127,0.005,-0.073,-0.037
0.039,0.007,0.063,0.005
-0.051,0.007,0.017,0.02
0.098,0.173,-0.115,0.005
0.154,0.125,0.034,-0.066
0.12,0.1,0.085,-0.061
0.042,0.103,-0.115,-0.098
-0.027,0.115,-0.088,-0.032
0.007,-0.063,0.032,0.024
0.066,-0.012,0,0.042
0.098,0.005,-0.017,-0.02
0.01,0.068,0.168,-0.024
-0.125,-0.017,-0.042,0.02
