,Value1,Value2,Value3,Value4
3/27/2015,0.099353142,0.090292739,0.092094731,0.054913716
3/28/2015,0.10904595,0.092579667,0.094416866,0.055274965
3/29/2015,0.115108501,0.091403779,0.094160408,0.054265882
3/30/2015,0.122505103,0.093486596,0.093925485,0.05558621
3/31/2015,0.129758973,0.094758045,0.09573402,0.057060403
4/1/2015,0.133617169,0.094243518,0.096893891,0.055239807
4/2/2015,0.13430231,0.095111675,0.098137897,0.056937985
4/3/2015,0.134588066,0.092488012,0.095479418,0.056694565
4/4/2015,0.129727086,0.093704966,0.096511402,0.056030324
4/5/2015,0.124107378,0.093444846,0.097365496,0.055353582
4/6/2015,0.12941794,0.095920846,0.100479125,0.056513209
4/7/2015,0.13104175,0.094329948,0.098034426,0.05541296
4/8/2015,0.130305777,0.09500669,0.09838288,0.057173788
4/9/2015,0.140656917,0.097039504,0.100092338,0.057948093
4/10/2015,0.132394013,0.098059524,0.102923238,0.057876947
4/11/2015,0.127039748,0.096234826,0.101684799,0.059677719
4/12/2015,0.13002881,0.095877435,0.100463695,0.059381317
4/13/2015,0.125176473,0.098178134,0.102658821,0.060331461
4/14/2015,0.129894819,0.099618976,0.103181161,0.061055911
4/15/2015,0.126216173,0.100431027,0.106052932,0.062396406
4/16/2015,0.135440695,0.101704331,0.106483324,0.064628009
4/17/2015,0.133542116,0.101458421,0.107549099,0.065816348
4/18/2015,0.12993945,0.103160799,0.106589091,0.064477367
4/19/2015,0.129249573,0.104092485,0.109174081,0.064373163
4/20/2015,0.122241613,0.104557986,0.110118023,0.063874213
4/21/2015,0.116118805,0.103586992,0.110326481,0.062111724
4/22/2015,0.122882465,0.104098979,0.110857171,0.063451878
4/23/2015,0.132515943,0.104915865,0.111110015,0.065043361
4/24/2015,0.130166268,0.10209644,0.11018497,0.060789687
4/25/2015,0.138489184,0.102034914,0.109608623,0.062675472
4/26/2015,0.145769081,0.105228869,0.113386298,0.063052004
4/27/2015,0.151883442,0.104712144,0.11432023,0.063509107
4/28/2015,0.165063187,0.105110699,0.113724889,0.064146052
4/29/2015,0.18908643,0.106937302,0.112925143,0.069001172
4/30/2015,0.149938132,0.106621857,0.115554715,0.06563592
5/1/2015,0.148285268,0.104881488,0.117741101,0.068802871
5/2/2015,0.148383515,0.107329557,0.119264368,0.06986513
5/3/2015,0.129034523,0.104226134,0.116373944,0.066104741
5/4/2015,0.1258831,0.106343864,0.117387714,0.066913424
5/5/2015,0.131924264,0.105998486,0.118086625,0.068882514
5/6/2015,0.129672396,0.107251428,0.119396992,0.068999365
5/7/2015,0.151879682,0.108574686,0.120528395,0.070504712
5/8/2015,0.145859222,0.108005274,0.120645442,0.0686409
5/9/2015,0.160894819,0.108649202,0.121147322,0.07063089
5/10/2015,0.142882465,0.11087099,0.125691196,0.070584843
5/11/2015,0.129449045,0.109216368,0.125215636,0.068336784
5/12/2015,0.12356951,0.103719469,0.120506568,0.067480736
5/13/2015,0.124539528,0.102203916,0.118992822,0.067355926
5/14/2015,0.139823722,0.109220177,0.121684018,0.073732604
5/15/2015,0.160900142,0.114048635,0.123723619,0.078551785
5/16/2015,0.177413448,0.113498022,0.122518482,0.079301333
5/17/2015,0.153324381,0.106463597,0.115635724,0.074150154
5/18/2015,0.179449729,0.10982587,0.115633869,0.076730504
5/19/2015,0.155624103,0.097835099,0.108144245,0.072307388
5/20/2015,0.171799697,0.097441379,0.101446311,0.075334294
5/21/2015,0.162950144,0.096347234,0.096860198,0.071860247
5/22/2015,0.197247375,0.107477953,0.101606084,0.079206993
5/23/2015,0.155043703,0.102844963,0.097094975,0.073438791
5/24/2015,0.172428927,0.126711509,0.119740075,0.081871136
5/25/2015,0.204114263,0.136380829,0.132698667,0.08884633
5/26/2015,0.183007715,0.146808145,0.1496305,0.086437814
5/27/2015,0.182316178,0.113391816,0.135480541,0.077442795
5/28/2015,0.194765614,0.112526198,0.120892036,0.074100347
5/29/2015,0.230143611,0.139450803,0.133158406,0.086278676
5/30/2015,0.228028956,0.146290835,0.132954685,0.087875629
5/31/2015,0.280399092,0.14384384,0.130073295,0.090881537
6/1/2015,0.253955515,0.115856341,0.12070604,0.087100005
6/2/2015,0.255119537,0.118553689,0.125339616,0.095049026
6/3/2015,0.269338591,0.149216807,0.146117144,0.106209678
6/4/2015,0.294230626,0.152531374,0.147832365,0.109945163
6/5/2015,0.299841936,0.128477514,0.122274232,0.098601641
6/6/2015,0.248544509,0.107334001,0.095036721,0.090740612
6/7/2015,0.329182187,0.152795303,0.134077103,0.102279359
6/8/2015,0.416708531,0.14992109,0.142586845,0.095358953
6/9/2015,0.351951609,0.132497632,0.127528444,0.111187021
6/10/2015,0.33826471,0.136772059,0.118171981,0.116861126
6/11/2015,0.301343864,0.140435812,0.111462767,0.114495434
6/12/2015,0.453335466,0.161016358,0.137440158,0.119047366
6/13/2015,0.337582548,0.13239958,0.144992334,0.092124567
6/14/2015,0.351111382,0.152266126,0.151299478,0.100817423
6/15/2015,0.001856829,0.003731579,0.003655891,0.001785927
6/16/2015,0.001168368,0.000767127,0.000716099,0.00169852
